,id,title,address,introduction,latitude,longitude,dial_num,type,region1,region2,image_url,score,nature,outdoor,fatigue,sea,walking,exciting,day,culture,group,tag
887,888,동일리포구,제주특별자치도 서귀포시 대정읍 동일리,정겨움 가득한 마을과 동일리포구,33.225437,126.24133,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/42db019e-2074-4c09-8073-91ee20e9ec0c.jpg,3991.0,1,2,1,2,1,1,2,0,8,"자연경관,문화관광,해변"
888,889,지그리오름,제주특별자치도 제주시 조천읍 교래리 산 137-1,아담한 풀밭사면에 자연림으로 이루어진 오름,33.42250344241872,126.62957136668706,,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ae2d75a3-8479-445e-8ff1-ee43b0dbc095.jpg,3990.0,3,3,3,0,3,0,3,1,7,"자연경관,도보,걷기/등산"
889,890,무등이왓터,제주특별자치도 서귀포시 안덕면 신화역사로586번길 21-7,불에 타 흔적만 남은 마을의 터,33.3094417,126.3521864,--,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/202112/21/6801fa6a-bfa1-46fd-a36b-e7080ade7663.JPG,3961.0,2,3,0,1,1,1,3,0,3,"문화관광,맑음"
890,891,기독교순례길 3코스(사명의길),제주특별자치도 제주시 한경면 조수3길 7,"당산봉의 석양, 용수 포구의 아름다움과 함께 사명감으로 완주해내는 장거리 코스",33.336758,126.23075,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/058df427-ff37-4069-9a72-525eddbdd748.jpg,3948.0,2,3,2,1,3,0,2,2,6,"도보,문화관광,가을,봄"
891,892,도리미오름,제주특별자치도 제주시 구좌읍 송당리 산 255-1,능선을 거닐면서 한없는 안식을 얻을 수 있는 도리미오름,33.431633,126.77203,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9147c7e4-512c-4a05-aa9c-b2c13c3c425d.jpg,3935.0,3,3,3,0,3,0,3,1,7,"자연경관,커플,혼자,맑음,부모,도보,친구,아이"
892,893,큰넓궤,제주특별자치도 서귀포시 안덕면 동광리 90 일대,1948년 11월 중순 이후 동광 주민들이 2개월 가량 집단적으로 은신생활을 했던 곳,33.31075,126.357635,064-710-8452,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201908/22/f9442fba-3261-4a2b-8c29-f8e3bcd7708c.jpeg,3930.0,3,3,0,2,1,1,3,0,3,"자연경관,문화관광"
893,894,캐니언파크,제주특별자치도 제주시 삼무로 51,"국내최대실내동물원테마파크, 부담없는 접근성! 제주공항 5분거리, 눈/비/바람에도 끄떡없는 실내관광지!",33.490268,126.4924748,064-711-1145,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/202107/20/e252f79b-e5b6-4003-ae95-55feb20d79ff.jpg,3928.0,0,1,2,1,1,2,1,0,4,"체험,커플,실내관광지,아이,친구"
894,895,낙선동 4.3성,제주특별자치도 제주시 조천읍 선흘서5길 13,4·3 당시 산사람들과 마을 사람들의 연계를 차단하고 분리시키기 위해 토벌대의 작전계획에 따라 쌓은 석성,33.480583,126.709526,064-783-4373,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/673015a3-649d-4af8-b957-50ab132ca597.jpg,3907.0,1,3,1,1,0,1,3,0,3,문화관광
895,896,마오름(한경),제주특별자치도 제주시 한경면 저지리 산 56,오름의 형태가 말을 닮았다하여 붙여진 마오름,33.33803,126.24381,--,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201907/29/e01c5d11-0a8c-49f9-88d7-4586202b30c7.jpg,3904.0,3,3,3,0,3,0,3,1,7,"자연경관,도보,걷기/등산"
896,897,공천포구,제주특별자치도 서귀포시 남원읍 신례리,검은 돌과 검은 모래가 가득한 바다,33.26312,126.64165,--,관광지,서귀포시,남원,https://api.cdn.visitjeju.net/photomng/imgpath/202112/06/ef3fe97f-621d-445b-b767-b94ebdbd8a95.jpg,3901.0,1,2,1,2,1,1,2,0,8,"자연경관,커플,혼자,부모,포토스팟,해변,친구,아이"
897,898,묵리해안쉼터,제주특별자치도 제주시 추자면 추자로 376-6,묵리 해안가에 있는 작은 쉼터,33.9449269,126.312162,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/2d452cff-18ab-4fc2-983f-13d0c0debb44.jpg,3894.0,2,2,0,2,0,0,2,0,8,"해변,문화관광"
898,899,소병악 (족은오름),제주특별자치도 서귀포시 안덕면 상창리 산 2-1,울창한 자연림의 숲을 이루고 있는 소병악,33.309055,126.37453,,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/74fad680-273a-4513-8e0a-f0a69695552b.jpg,3888.0,3,3,3,0,3,0,3,1,7,"자연경관,혼자,맑음,도보,친구"
899,900,월라봉(효돈),제주특별자치도 서귀포시 월라봉로,서귀포시 신효동에  위치한 오름,33.2680232,126.6027262,,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201811/14/d8dbcdbe-9c21-4645-bd06-a8d5555c65e1.jpg,3880.0,3,3,3,0,3,0,3,0,7,자연경관
900,901,황우럭만화천국사회적협동조합,제주특별자치도 제주시 한림읍 내동남길 7-3,황우럭 만화카페는 故양병윤 화백의 생가를 카페로 새롭게 재구성한 장소입니다.,33.41427,126.26667,064-796-7020,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/9560d658-f21b-4b45-90d0-c343208c167e.png,3874.0,0,0,0,1,0,0,1,0,2,"아이,친구"
901,902,조선한의원,제주특별자치도 제주시 진군남4길 7-1,"아름다운 얼굴과 건강한 몸은 모든 여성들의 꿈이다. 조선한의원은 한방 피부 미용과 다이어트 프로그램을 통하여 여성들에게 건강한 아름다움을 되찾는데 도움을 준다. 
전통 한의학 이론과 최신 서양 의학 지식을 결합한 차별화 된 진료에서 자연스럽고 건강한 아름다움을 만나보자.",33.48309800000001,126.4772312,064-712-7775,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201911/12/a3468c1c-a104-4299-ab33-f4752ce05e69.JPG,3873.0,0,0,0,1,0,0,1,0,2,
902,903,제주다,제주특별자치도 제주시 애월읍 납읍남로 65,제주조릿대로 만드는 향긋한 차 체험을 할 수 있는 곳,33.4310983,126.3293946,010-7644-0391,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201811/29/0536ea75-aa3e-4654-8e52-ededbaca7293.jpg,3860.0,0,0,0,1,0,2,3,0,4,아이
903,904,신도포구,제주특별자치도 서귀포시 대정읍 신도리,도구리를 품속에 둔 신도포구,33.27674612549914,126.16972043319092,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/79506f76-47b0-4a48-89a6-c5a1064a91c8.jpg,3859.0,1,2,1,2,1,0,1,0,8,"자연경관,문화관광,해변"
904,905,마라도관광쉼터,제주특별자치도 서귀포시 대정읍 마라로 139,2003년 12월 연면적 131㎡에 지상 1층 규모로 지어진 마라도관광쉼터,33.114143,126.268616,--,관광지,섬 속의 섬,마라도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/05b3fc1a-f50d-431c-a425-41264c7a8f4a.jpg,3845.0,2,2,0,2,0,1,2,0,8,부모
905,906,용둠범목제계단길,제주특별자치도 제주시 추자면 영흥리,나바론 절벽의 위용을 한 눈에 감상하는 전망대,33.956703,126.29697,--,관광지,섬 속의 섬,추차도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3b559768-8044-4881-adb8-218577e63d09.gif,3836.0,2,3,1,1,2,1,3,0,1,"도보,걷기/등산"
906,907,평수포구,제주특별자치도 제주시 한림읍 한림해안로 297-1,비양도가 보이는 한림항 근처의 고요한 포구,33.427593,126.263756,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/46ee59d4-ab55-49a1-9b3a-0a572299eef6.jpg,3832.0,1,2,1,2,1,1,2,0,8,"해변,문화관광"
907,908,정의향교,제주특별자치도 서귀포시 표선면 성읍서문로 14,제주특별자치도 서귀포시 표선면 성읍리에 있는 조선시대의 향교,33.4112985,126.7819256,064-2693-2037,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/73eff29e-70db-4ac1-a6bf-1b9288e982a4.jpg,3788.0,0,0,0,1,0,0,3,0,2,"문화관광,부모,포토스팟,아이,친구,휴식/힐링"
908,909,예술공간 이아,제주특별자치도 제주시 중앙로14길 21,원도심을 예술로 밝히는 복합예술공간,33.510861,126.5219859,064-800-9331,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201808/08/afbe8c25-5b00-4068-9e63-de3e204535de.JPG,3750.0,0,0,0,1,0,2,2,3,5,
909,910,서귀포의료원,제주특별자치도 서귀포시 장수로 47,"1964년 제주도립병원 서귀포분원으로 개원하여 2013년 10월, 지하2층 지상4층으로 신축이전하여 현재 18개 진료과와 300병상을 갖춘 서귀포시의 유일한 종합병원으로 128체널 CT, 3.0T MRI 등 첨단 의료장비 도입을 통해 최적의 진료환경을 구축했다. 또한 심·뇌혈관센터운영, 고압산소센터운영, 24시간 분만산부인과 운영, 안과개설 등 지역특성에 맞는 진료센터를 통해 진료의 수준을 한단계 더 높였다. 또한 제주도 최초 간병부담을 덜어주는 간호·간병통합서비스병동 운영을 통해 지역 주민의 의료비 부담을 최소화 하였고, 취약계층 의료지원 및 예방접종사업, 찾아가는 산부인과 등의 다양한 공공의료사업을 전개해 나가고 있다. ",33.2557649,126.5645342,064-730-3000,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201911/12/6263a360-bace-4cfd-ab73-fc3d6dcedd98.jpg,3748.0,0,0,0,1,0,0,1,0,2,
910,911,심헌갤러리,제주특별자치도 제주시 아란14길 3,다양한 장르의 전시를 즐길 수 있는 문화공간,33.4261379,126.5626925,064-702-1003,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201812/26/aba0d6c2-4499-4d4e-bdfd-e2e72f0a3e8d.JPG,3742.0,0,0,0,1,0,2,3,3,5,"실내관광지,문화관광,포토스팟"
911,912,유리멘탈 스튜디오,제주특별자치도 제주시 한경면 낙수로12길,스테인드글라스로 캔들 홀더와 모빌 소품을 만드는 원데이클래스를 운영하는 곳,33.3412645,126.2286517,,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201809/11/44211b70-3832-416d-9566-a89b90855573.jpg,3724.0,0,0,0,1,0,2,3,3,5,"혼자,친구,체험,휴식/힐링"
912,913,제주여가마을,제주특별자치도 제주시 조천읍 조와로 360,"제주시 동쪽 조천읍 와흘에 위치한 제주여가마을은 자신의 여가 분석과 유형별 체험 프로그램을 통해 자신만의 쉬는 법과 노는 법을 터득해 가는 흥미로운 체험마을이다. 제주여가마을 본부가 있는 농촌마을 ‘와흘리’는 세계중요농업유산인 제주밭담의 전통성과 다양성을 잘 보존하여, 제주시가 추진하는 전통밭담을 활용한 힐링 제주 플랫폼 구축사업의 거점마을이기도 하다.",33.504557,126.6357654,064-783-9949,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202011/03/8b33065e-a5f4-491b-abb1-9969ff855ae2.jpg,3713.0,1,1,1,1,1,1,1,0,8,체험
913,914,월라사,제주특별자치도 서귀포시 효돈순환로 415,서귀포시 신효동에 있는 사찰,33.2687804,126.6101134,064-767-0269,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201811/14/d7e84aa7-4505-4ba2-84be-351aad77e154.jpg,3696.0,1,1,1,1,1,0,2,2,5,"문화관광,휴식/힐링,가을"
914,915,세화항,제주특별자치도 제주시 구좌읍 세화리,제주의 동쪽 바다에 있는 낚시 명소,33.489597,126.831665,--,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/315de0be-5bce-4fde-a211-a0cc4d2bfbe6.jpg,3686.0,1,2,1,2,1,1,2,0,8,"자연경관,맑음"
915,916,천주교길 정난주길(고통의길),제주특별자치도 서귀포시 대정읍 추사로247번길 102,천주교길 정난주길(고통의길),33.253555,126.26086,--,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0daa2df8-b5d6-4f1d-9591-9a16af0672f2.jpg,3658.0,2,3,2,1,3,0,3,2,6,"문화관광,봄,흐림,걷기/등산,도보,가을"
916,917,풋감마을 소길리 농어촌체험마을,제주시 애월읍 소길1길 15,옛 '올레'길이 그대로 살아 숨쉬는 마을,33.440056,126.380005,064-799-8778,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/1929fd36-fbac-414d-aa01-b9d1110b5bbd.png,3652.0,1,1,1,1,1,1,2,0,8,"체험,커플,사계절,흐림,도보,친구"
917,918,옹포천,제주특별자치도 제주시 한림읍 한림로 563,서부지역의 상수원,33.40766,126.25742,--,관광지,제주시,한림,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/00cc6648-a7c0-43b0-9265-a9206e6b6b0c.jpg,3642.0,3,3,1,1,1,0,3,0,3,"자연경관,맑음,휴식/힐링"
918,919,문석이오름,제주특별자치도 제주시 구좌읍 송당리,초록색 물결이 넘실거리는 아름다운 오름,33.447876,126.79623,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201908/12/e610c699-c49b-4710-ad63-6aff25718e6b.jpg,3640.0,3,3,3,0,3,0,3,1,7,"자연경관,커플,혼자,맑음,부모,도보,친구,아이"
919,920,금성포구,제주특별자치도 제주시 애월읍 금성리 573-1,오래된 역사를 가진 금성포구,33.44681,126.29828,--,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cabfb895-21bf-46a4-9b9f-d6e0dac22198.jpg,3636.0,1,2,1,2,1,1,2,0,8,"자연경관,문화관광,해변"
920,921,목시물굴,제주특별자치도 제주시 조천읍 선흘리 산26번지 일대,선흘리 초토화 이후 선흘리민들이 은신 했다가 희생 당한 곳,33.51025,126.722336,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/31fa4472-3745-4c9c-9581-032e7c619514.jpg,3631.0,3,3,1,2,1,1,3,0,3,문화관광
921,922,굴동포구,제주특별자치도 제주시 구좌읍 해맞이해안로,토끼섬을 만나러 가는 곳,33.514984,126.88177,--,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/28e3386a-6142-4cc1-9c3f-bc615079c965.jpg,3626.0,1,2,1,2,1,1,2,0,8,"자연경관,문화관광,해변"
922,923,북촌환해장성,제주특별자치도 제주시 조천읍 북촌리,계속된 왜구의 침략으로 불안과 공포에 휩싸였던 그 시대의 삶을 느껴보자.,33.536594,126.69666,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ce54570c-698d-4c79-bc0a-0e6d03cd9ad0.jpg,3618.0,3,3,1,1,1,0,3,0,3,"문화관광,혼자,부모,흐림,아이"
923,924,신대해안,제주특별자치도 제주시 추자면 예초리 77,추자 10경 중의 하나인 신대해안길,33.952915,126.33737,--,관광지,섬 속의 섬,추차도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/3e46c41d-b3c5-4234-a3ba-47e701207188.jpg,3602.0,3,3,1,2,1,1,2,0,9,"자연경관,포토스팟,해변"
924,925,청수성결교회,제주특별자치도 제주시 한경면 대한로 1067,"청수리마을 저청삼거리에 있는 마을 교회 
",33.3251954,126.2558439,064-773-0705,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201812/21/e2627d53-0921-44f1-8a21-412e79dfe3f9.JPG,3594.0,0,0,0,1,0,0,3,2,5,"실내관광지,문화관광,휴식/힐링"
925,926,예초리포구,제주특별자치도 제주시 추자면 추자로 753,하추자도의 동북쪽에 위치한 작은 마을 예초리 포구,33.9557594,126.3324318,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5e778e37-96d2-4ce4-82c1-63d02740f93c.jpg,3593.0,1,2,1,2,1,0,2,0,8,"해변,문화관광"
926,927,족은사슴이오름,제주특별자치도 서귀포시 표선면 녹산로 536,자연이 살아숨쉬는 곳,33.3988071,126.7063341,,관광지,서귀포시,표선,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/803651f9-35e0-49ec-85ea-52f66b41d61e.jpg,3589.0,3,3,3,0,3,0,3,1,7,"자연경관,커플,혼자,부모,도보,친구,아이"
927,928,제주불교성지 순례길 절로 가는길 - 지계의 길,제주특별자치도 제주시 서연길 10,'구도의 신행' 선인들이 함께 걸었던 길,33.497364,126.50008,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e7ef302d-684f-4ac6-b62e-e0fa3c6fd5f3.jpg,3588.0,2,3,2,1,3,0,3,2,6,"도보,문화관광,흐림,걷기/등산"
928,929,우도 득성이코지,제주특별자치도 제주시 우도면 연평리,올레1-1코스,33.50332,126.95568,--,관광지,섬 속의 섬,우도,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/28eb8579-58bd-424e-8bab-0b88c84ff8f5.jpg,3588.0,3,3,1,2,2,1,3,1,9,"자연경관,맑음,포토스팟"
929,930,쁘램 요가,제주특별자치도 제주시 연북로 88,제주 시내에서 만날 수 있는 쁘램 요가원의 테랍툴 요가를 소개한다. 이곳에서 체험할 수 있는 테랍툴 요가는 Therapy와 Tool의 합성어로 도구로 몸을 치유한다는 의미를 가지고 있다.,33.4814949,126.490701,064-702-7770,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201809/03/de9512db-18b8-4553-a593-6033a20df4ba.jpg,3586.0,0,0,0,1,0,1,3,0,2,"혼자,휴식/힐링"
930,931,신창리포구,제주특별자치도 제주시 한경면 신창리,바다마을의 매력을 느낄 수 있는 포구,33.349598,126.18087,--,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/64b84bc9-aadb-4bb8-8c73-6799993476cb.jpg,3568.0,1,2,1,2,1,1,2,0,8,"자연경관,문화관광,커플,해변"
931,932,삼화포구,제주특별자치도 제주시 서흘1길 26,삼양과 화북 사이에 위치한 포구,33.5287466,126.5891889,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/cc61f2db-99f3-47ed-bf19-d7f80dce5371.jpg,3564.0,1,2,1,2,1,1,2,0,8,"자연경관,문화관광,해변"
932,933,사계항,제주특별자치도 서귀포시 안덕면 사계리,관광지와 가깝고 한적한 어촌마을 사계포구,33.237034,126.30206,--,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8b17ce9d-7c23-4589-9b1f-975e064d4899.jpg,3558.0,1,2,1,2,1,0,2,0,8,"문화관광,맑음"
933,934,까끄래기오름,제주시 조천읍 교래리 128,조천읍 교래리에 있는 전망 좋은 오름,33.4276176,126.66658030000008,,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201910/24/63729a42-0be6-4743-9517-65771d9511ec.JPG,3554.0,3,3,3,0,3,0,3,1,7,"자연경관,체험,도보,포토스팟,액티비티,휴식/힐링"
934,935,화북환해장성,제주특별자치도 제주시 화북동,오랫동안 제주를 지켜주던 성벽에서 찾는 역사의 흔적,33.520233,126.56553,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/be01aeac-f80c-4f6c-ae41-a29e774a4823.jpg,3552.0,3,3,1,1,1,0,2,0,3,문화관광
935,936,묵리해안포구,제주특별자치도 제주시 추자면 추자로 365-1,묵리마을에 있는 작은 포구,33.94523443379174,126.31249600912328,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/5ce77c17-4229-4119-a55a-67d84c99e0b0.jpg,3514.0,1,2,1,2,1,1,2,0,8,"해변,문화관광"
936,937,송죽사터,제주특별자치도 서귀포시 대정읍 안성리,정온의 절개를 소나무와 대나무에 비유하여 넋을 기린 송죽사 터,33.250626,126.27805,064-760-2505,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/f7e69853-4183-44d4-a190-841078cfa696.jpg,3498.0,1,3,1,1,0,0,3,3,12,"문화관광,혼자,부모,아이,친구"
937,938,정주항,제주특별자치도 제주시 조천읍 함덕리,낭만적인 검은 화산 돌이 있는 정주항,33.531406,126.66637,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/de8307e7-f674-4b98-8396-808e620859ef.jpg,3483.0,1,2,1,2,1,1,2,0,8,맑음
938,939,클럽나인브릿지,제주특별자치도 서귀포시 안덕면 광평로 34-156,명성에 품격을 더한 회원제 골프장,33.3420536,126.4046382,064-793-9999,관광지,서귀포시,안덕,https://api.cdn.visitjeju.net/photomng/imgpath/201907/25/1978f51c-6ccf-472c-889d-f0485a408ec0.jpg,3466.0,1,1,2,1,1,1,1,0,8,"액티비티,체험"
939,940,제주불교성지 순례길 절로 가는길 - 정진의 길,제주특별자치도 서귀포시 영실로 246 (하원동),"참나를 찾아 떠나는 길, '수행의 신행'",33.3402,126.47921,--,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/49c811f0-0490-4650-a6ed-160fa95689de.jpg,3460.0,2,3,2,1,3,0,3,2,6,"맑음,도보,문화관광,걷기/등산"
940,941,샘이오름,제주특별자치도 제주시 조천읍 516로,해송과 삼나무가 숲을 이루는 곳,33.473995,126.66965,,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/51170c52-edf6-47bc-aeb8-8f208adb1159.jpg,3454.0,3,3,3,0,3,0,3,1,7,"자연경관,맑음,도보,걷기/등산"
941,942,한남의숙터,제주특별자치도 서귀포시 대정읍 추사로,대정지역의 대표적인 3대 의숙 중의 하나로 민족교육을 실시했던 현대교육기관인 한남의숙이 세워졌던 곳,33.251087,126.27711,064-760-2505,관광지,서귀포시,대정,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/4be81e47-49e2-46e4-b42c-52756aff70e5.jpg,3440.0,1,3,0,1,0,0,3,0,3,문화관광
942,943,연미마을(오라리 방화사건 현장),제주특별자치도,4·28 평화협상 사흘만인 5월 1일 벌어진 오라리 방화사건,33.487057,126.50736,--,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/8943e671-5101-4a8d-8a3a-e5a6b6de606c.jpg,3439.0,1,2,1,1,1,0,2,3,12,문화관광
943,944,선족이오름(알선족이),제주특별자치도 제주시 구좌읍 송당리 산 140-2,아기자기한 등성이가 아름다운 곳,33.44329,126.75144,,관광지,제주시,구좌,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a706d39f-cc76-48f6-8d58-c4bc3242ebd4.jpg,3434.0,3,3,3,0,3,0,3,1,7,"자연경관,도보,걷기/등산"
944,945,서귀포 하영올레,제주특별자치도 서귀포시 중앙로 105,"서귀포시가 원도심의 매력을 듬뿍 느낄 수 있는 도보코스. 제주관광공사와 서귀포시, 제주올레가 함께 개발하고 운영하는 이 하영올레는 '하영'이라는 말에서 유래하듯, 서귀포 원도심 주변의 풍부한 관광자원과 6개의 도심공원(걸매생태공원, 칠십리시공원, 새섬공원, 자구리공원, 정모시공원, 솜반천), 3개의 특화거리(이중섭거리, 칠십리음식특화거리, 아랑조을거리)를 융합하여 서귀포의 자연과 인문, 문화가 융합된 관광객과 도민 모두가 다양한 방법으로 즐길 수 있는 길로 구성되어있다.",33.2540922,126.5601945,064-760-2651,관광지,서귀포시,서귀포시내,https://api.cdn.visitjeju.net/photomng/imgpath/202108/12/bc406d9e-c5a2-4aa7-91f7-afc917f5ad86.jpg,3429.0,2,3,2,1,3,0,3,0,1,"자연경관,체험,휴식/힐링,도보"
945,946,제주고산리유적,제주특별자치도 제주시 한경면 노을해안로 1100,"우리나라! 신석기시대  최초(最初), 최고(最古), 최애(最愛) 유적, 제주 고산리 유적!",33.30418,126.166345,064-772-0041,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/202007/30/0c05a480-d165-4c0f-937a-e784f86581d9.jpg,3422.0,3,3,1,1,0,0,3,3,12,"자연경관,문화관광,체험"
946,947,함덕잠수함(이고제주),제주특별자치도 제주시 조천읍 조함해안로 378,"우리가족,연인끼리만 이용하는 신비로운 바다속 체험, 잠수함과 요트를 동시에!",33.5476842,126.6568003,064-783-1334,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/202008/18/a374cf21-9984-4fe8-b7bb-ac0cb0eca760.jpg,3404.0,0,1,0,3,0,3,3,0,4,"부모,액티비티,체험,아이"
947,948,터진목 & 성산면 4·3희생자 위령비,제주특별자치도 서귀포시 성산읍 일출로 88-19,"4.3사건 당시 성산, 구좌면 관내 주민들이 총살됐던 학살터.",33.450108,126.922455,--,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202111/16/111901c8-8357-4190-92e8-8d5f5b64476a.jpeg,3399.0,2,3,0,1,0,0,1,3,12,문화관광
948,949,신풍리 밭담길,제주특별자치도 서귀포시 성산읍 신풍하동로 39,"성산읍 신풍리는 '새롭고 풍요로운 마을을 지향한다'는 뜻을 가지고 있는는 반농반어촌 마을로, 전통문화와 생활풍속이 오늘날까지 살아있는 '어멍아방(어머니, 아버지)잔치마을'로 알려져 있다.",33.3618401,126.8405958,064-782-7445,관광지,서귀포시,성산,https://api.cdn.visitjeju.net/photomng/imgpath/202007/10/e1d0f859-da10-40b4-bd6b-7b6ea506b101.jpg,3378.0,2,3,1,1,2,1,2,0,1,"자연경관,문화관광,체험,도보"
949,950,새별헤이요목장,,"새별오름 인근에 위치한 새별헤이요목장은 알파카, 말, 당나귀, 염소, 양들과 만날 수 있는 목장이다. 귀여운 동물친구들과 즐거운 추억을 만들어보자.",33.36167204358607,126.36417084603268,064-794-2828,관광지,제주시,애월,https://api.cdn.visitjeju.net/photomng/imgpath/202012/16/ad490ed9-3e1c-4afe-a1d9-0fda80b77840.jpg,3370.0,1,3,1,1,1,3,3,0,11,"자연경관,체험,커플,맑음,아이,친구,휴식/힐링"
950,951,이덕구 산전,제주특별자치도 제주시 조천읍 516로 1865,토벌대의 학살을 피해 숨어든 피난민들의 피난처,33.384853,126.619545,--,관광지,제주시,조천,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/40f8193d-3cc3-4dd9-a356-c9f024a2cd39.jpg,3368.0,3,3,1,1,0,0,2,0,3,문화관광
951,952,제원한의원,제주특별자치도 제주시 신대로14길 36 2층,"한국 고유의 의학인 사상체질의학을 전문으로 진료하고 있다. 사상체질을 검사하고 확진한 뒤 사상체질에 맞는 음식과 생활법을 안내한다. 
또 전통적인 기법이 살아있는 왕뜸, 부항, 수지침요법의 효능을 직접 체험할 수 있다.",33.4879178,126.4928566,,관광지,제주시,제주시내,https://api.cdn.visitjeju.net/photomng/imgpath/201911/13/f0bb188b-bdbf-49fc-a180-81766ffe0508.jpg,3359.0,0,0,0,1,0,0,1,0,2,
952,953,건강장수마을 산양리 농어촌체험마을,제주시 한경면 중산간서로 3169,"건강한 밥상, 건강한 삶이 있는 건강장수마을",33.29395,126.23304,064-773-1950,관광지,제주시,한경,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/fb199b13-ca08-488d-a65c-25d4e3d38706.png,3320.0,1,1,1,1,1,1,3,0,8,"아이,체험,흐림,사계절"
